paragraph_index,original_iast,aksharamukha_output,sanscript_output
150,sva-pārṣadāgraiḥ pariṣevitaṁ vibhum ||14||,स्वपार्षदाग्रैः परिषेवितं विभुम् ॥१४॥,स्वपार्षदाग्रैः परिषेवितꣳ विभुम् ॥१४॥
151,bhṛtya-prasādābhimukhaṁ dṛg-āsavaṁ,भृत्यप्रसादाभिमुखं दृगासवं,भृत्यप्रसादाभिमुखꣳ दृगासवꣳ
153,kirīṭinaṁ kuṇḍalinaṁ catur-bhujaṁ,किरीटिनं कुण्डलिनं चतुर्भुजं,किरीटिनꣳ कुण्डलिनꣳ चतुर्भुजꣳ
154,pītāṁśukaṁ vakṣasi lakṣitaṁ śriyā ||15||,पीतांशुकं वक्षसि लक्षितं श्रिया ॥१५॥,पीताꣳशुकꣳ वक्षसि लक्षितꣳ श्रिया ॥१५॥
155,adhyarhaṇīyāsanam āsthitaṁ paraṁ,अध्यर्हणीयासनम् आस्थितं परं,अध्यर्हणीयासनम् आस्थितꣳ परꣳ
156,vṛtaṁ catuḥ-ṣoḍaśa-pañca-śaktibhiḥ |,वृतं चतुःषोडशपञ्चशक्तिभिः ।,वृतꣳ चतुःषोडशपञ्चशक्तिभिः ।
157,yuktaṁ bhagaiḥ svair itaratra cādhruvaiḥ,युक्तं भगैः स्वैर् इतरत्र चाध्रुवैः,युक्तꣳ भगैः स्वैर् इतरत्र चाध्रुवैः
162,yat pāramahaṁsyena pathādhigamyate ||17||,यत् पारमहंस्येन पथाधिगम्यते ॥१७॥,यत् पारमहꣳस्येन पथाधिगम्यते ॥१७॥
163,taṁ prīyamāṇaṁ samupasthitaṁ kaviṁ,तं प्रीयमाणं समुपस्थितं कविं,तꣳ प्रीयमाणꣳ समुपस्थितꣳ कविꣳ
166,priyaḥ priyaṁ prīta-manāḥ kare spṛśan ||18|| [bhā.pu. 12.8.45-18],प्रियः प्रियं प्रीतमनाः करे स्पृशन् ॥१८॥ [भा.पु. १२.८.४५-१८],प्रियः प्रियꣳ प्रीतमनाः करे स्पृशन् ॥१८॥ [भा.पु. १२.८.४५-१८]
167,"(9) tasmai bhagavad-ājñā-puraskāreṇa śrī-nārāyaṇāhvaya-puruṣa-nābhi-paṅkaje sthitvaiva tat-toṣaṇais tapobhir bhajate brahmaṇe, sabhājitaḥ tena bhajanena vaśīkṛtaḥ san, sva-lokaṁ vaikuṇṭhaṁ bhuvanottamaṁ bhagavān samyag darśayāmāsa | yad yato vaikuṇṭhāt param anyad vaikuṇṭhaṁ paraṁ śreṣṭhaṁ na vidyate, parama-bhagavad-vaikuṇṭhatvāt | yad vā, yad yato vaikuṇṭhāt paraṁ brahmākhyaṁ tattvaṁ paraṁ bhinnaṁ na bhavati | svarūpa-śakti-viśeṣāviṣkāreṇa māyayānāvṛtaṁ tad eva tad-rūpam ity arthaḥ | agre tv idaṁ vyaktīkariṣyate | tādṛśatve hetuḥ—vyapeteti sva-dṛṣṭeti ca | avidyāsmitārāga-dveṣābhiniveśāḥ pañca kleśāḥ | vimohas taiḥ vaicittyaṁ, sādhvasaṁ bhayaṁ, vyapetāni saṅkleśādīni yatra tam | svasya dṛṣṭaṁ darśanaṁ tad vidyate yeṣāṁ tair ātmavidbhir api abhitaḥ sarvāṁśenaiva stutaṁ ślāghitam |","(९) तस्मै भगवदाज्ञापुरस्कारेण श्रीनारायणाह्वयपुरुषनाभिपङ्कजे स्थित्वैव तत्तोषणैस् तपोभिर् भजते ब्रह्मणे, सभाजितः तेन भजनेन वशीकृतः सन्, स्वलोकं वैकुण्ठं भुवनोत्तमं भगवान् सम्यग् दर्शयामास । यद् यतो वैकुण्ठात् परम् अन्यद् वैकुण्ठं परं श्रेष्ठं न विद्यते, परमभगवद्वैकुण्ठत्वात् । यद् वा, यद् यतो वैकुण्ठात् परं ब्रह्माख्यं तत्त्वं परं भिन्नं न भवति । स्वरूपशक्तिविशेषाविष्कारेण माययानावृतं तद् एव तद्रूपम् इत्य् अर्थः । अग्रे त्व् इदं व्यक्तीकरिष्यते । तादृशत्वे हेतुः—व्यपेतेति स्वदृष्टेति च । अविद्यास्मितारागद्वेषाभिनिवेशाः पञ्च क्लेशाः । विमोहस् तैः वैचित्त्यं, साध्वसं भयं, व्यपेतानि सङ्क्लेशादीनि यत्र तम् । स्वस्य दृष्टं दर्शनं तद् विद्यते येषां तैर् आत्मविद्भिर् अपि अभितः सर्वांशेनैव स्तुतं श्लाघितम् ।","(९) तस्मै भगवदाज्ञापुरस्कारेण श्रीनारायणाह्वयपुरुषनाभिपङ्कजे स्थित्वैव तत्तोषणैस् तपोभिर् भजते ब्रह्मणे, सभाजितः तेन भजनेन वशीकृतः सन्, स्वलोकꣳ वैकुण्ठꣳ भुवनोत्तमꣳ भगवान् सम्यग् दर्शयामास । यद् यतो वैकुण्ठात् परम् अन्यद् वैकुण्ठꣳ परꣳ श्रेष्ठꣳ न विद्यते, परमभगवद्वैकुण्ठत्वात् । यद् वा, यद् यतो वैकुण्ठात् परꣳ ब्रह्माख्यꣳ तत्त्वꣳ परꣳ भिन्नꣳ न भवति । स्वरूपशक्तिविशेषाविष्कारेण माययानावृतꣳ तद् एव तद्रूपम् इत्य् अर्थः । अग्रे त्व् इदꣳ व्यक्तीकरिष्यते । तादृशत्वे हेतुः—व्यपेतेति स्वदृष्टेति च । अविद्यास्मितारागद्वेषाभिनिवेशाः पञ्च क्लेशाः । विमोहस् तैः वैचित्त्यꣳ, साध्वसꣳ भयꣳ, व्यपेतानि सङ्क्लेशादीनि यत्र तम् । स्वस्य दृष्टꣳ दर्शनꣳ तद् विद्यते येषाꣳ तैर् आत्मविद्भिर् अपि अभितः सर्वाꣳशेनैव स्तुतꣳ श्लाघितम् ।"
169,vaikuṇṭhaṁ tad-adhiṣṭhānaṁ vikuṇṭhaṁ ca svayaṁ-prabham || ,वैकुण्ठं तदधिष्ठानं विकुण्ठं च स्वयंप्रभम् ॥ ,वैकुण्ठꣳ तदधिष्ठानꣳ विकुण्ठꣳ च स्वयꣳप्रभम् ॥ 
170,bhagavantaṁ parikramya praṇipatyānumānya ca |,भगवन्तं परिक्रम्य प्रणिपत्यानुमान्य च ।,भगवन्तꣳ परिक्रम्य प्रणिपत्यानुमान्य च ।
171,pratijagmuḥ pramuditāḥ śaṁsanto vaiṣṇavīṁ śriyam || [bhā.pu. 3.16.27-8] ,प्रतिजग्मुः प्रमुदिताः शंसन्तो वैष्णवीं श्रियम् ॥ [भा.पु. ३.१६.२७-८] ,प्रतिजग्मुः प्रमुदिताः शꣳसन्तो वैष्णवीꣳ श्रियम् ॥ [भा.पु. ३.१६.२७-८] 
174,sattvaṁ ca miśraṁ na ca kāla-vikramaḥ |,सत्त्वं च मिश्रं न च कालविक्रमः ।,सत्त्वꣳ च मिश्रꣳ न च कालविक्रमः ।
177,"(10) punas tādṛśatvam eva vyanakti—pravartate iti | yatra vaikuṇṭhe rajas tamaś ca na pravartate | tayor miśraṁ sahacaraṁ jaḍaṁ yat sattvaṁ, na tad api, kintu anyad eva | tac ca yā suṣṭhu sthāpayiṣyamāṇā māyātaḥ parā bhagavat-svarūpa-śaktiḥ, tasyā vṛttitvena cid-rūpaṁ śuddha-sattvākhyaṁ sattvam iti tadīya-prakaraṇa eva sthāpayiṣyate | tad eva ca yatra pravartate ity arthaḥ | ","(१०) पुनस् तादृशत्वम् एव व्यनक्ति—प्रवर्तते इति । यत्र वैकुण्ठे रजस् तमश् च न प्रवर्तते । तयोर् मिश्रं सहचरं जडं यत् सत्त्वं, न तद् अपि, किन्तु अन्यद् एव । तच् च या सुष्ठु स्थापयिष्यमाणा मायातः परा भगवत्स्वरूपशक्तिः, तस्या वृत्तित्वेन चिद्रूपं शुद्धसत्त्वाख्यं सत्त्वम् इति तदीयप्रकरण एव स्थापयिष्यते । तद् एव च यत्र प्रवर्तते इत्य् अर्थः । ","(१०) पुनस् तादृशत्वम् एव व्यनक्ति—प्रवर्तते इति । यत्र वैकुण्ठे रजस् तमश् च न प्रवर्तते । तयोर् मिश्रꣳ सहचरꣳ जडꣳ यत् सत्त्वꣳ, न तद् अपि, किन्तु अन्यद् एव । तच् च या सुष्ठु स्थापयिष्यमाणा मायातः परा भगवत्स्वरूपशक्तिः, तस्या वृत्तित्वेन चिद्रूपꣳ शुद्धसत्त्वाख्यꣳ सत्त्वम् इति तदीयप्रकरण एव स्थापयिष्यते । तद् एव च यत्र प्रवर्तते इत्य् अर्थः । "
179,lokaṁ vaikuṇṭha-nāmānaṁ ,लोकं वैकुण्ठनामानं ,लोकꣳ वैकुण्ठनामानꣳ 
180,divya-ṣaḍ-guṇa-saṁyutam |,दिव्यषड्गुणसंयुतम् ।,दिव्यषड्गुणसꣳयुतम् ।
181,avaiṣṇavānām aprāpyaṁ ,अवैष्णवानाम् अप्राप्यं ,अवैष्णवानाम् अप्राप्यꣳ 
183,"pādmottara-khaṇḍe tu vaikuṇṭha-nirūpaṇe tasya sattvasyāprākṛtatvaṁ sphuṭam evaṁ darśitam, yataḥ prakṛti-vibhūti-varṇanānantaram—","पाद्मोत्तरखण्डे तु वैकुण्ठनिरूपणे तस्य सत्त्वस्याप्राकृतत्वं स्फुटम् एवं दर्शितम्, यतः प्रकृतिविभूतिवर्णनानन्तरम्—","पाद्मोत्तरखण्डे तु वैकुण्ठनिरूपणे तस्य सत्त्वस्याप्राकृतत्वꣳ स्फुटम् एवꣳ दर्शितम्, यतः प्रकृतिविभूतिवर्णनानन्तरम्—"
184,evaṁ prākṛta-rūpāyā vibhūte rūpam uttamam |,एवं प्राकृतरूपाया विभूते रूपम् उत्तमम् ।,एवꣳ प्राकृतरूपाया विभूते रूपम् उत्तमम् ।
185,tripād-vibhūti-rūpaṁ tu śṛṇu bhūdhara-nandini ||,त्रिपाद्विभूतिरूपं तु शृणु भूधरनन्दिनि ॥,त्रिपाद्विभूतिरूपꣳ तु शृणु भूधरनन्दिनि ॥
188,tasyāḥ pāre para-vyomni tripād-bhūtaṁ sanātanam |,तस्याः पारे परव्योम्नि त्रिपाद्भूतं सनातनम् ।,तस्याः पारे परव्योम्नि त्रिपाद्भूतꣳ सनातनम् ।
189,amṛtaṁ śāśvataṁ nityam anantaṁ paraṁ padam ||,अमृतं शाश्वतं नित्यम् अनन्तं परं पदम् ॥,अमृतꣳ शाश्वतꣳ नित्यम् अनन्तꣳ परꣳ पदम् ॥
190,śuddha-sattva-mayaṁ divyam akṣaraṁ brahmaṇaḥ padam || [pa.pu. 6.227.57-60] ity-ādi ||,शुद्धसत्त्वमयं दिव्यम् अक्षरं ब्रह्मणः पदम् ॥ [प.पु. ६.२२७.५७-६०] इत्यादि ॥,शुद्धसत्त्वमयꣳ दिव्यम् अक्षरꣳ ब्रह्मणः पदम् ॥ [प.पु. ६.२२७.५७-६०] इत्यादि ॥
191,prākṛta-guṇānāṁ parasparāvyabhicāritvaṁ tūktaṁ sāṅkhya-kaumudyāṁ—anyonya-mithuna-vṛttaya iti | taṭ-ṭīkāyāṁ ca—anyonya-sahacarā avinābhāva-vartina iti yāvat | bhavati cātrāgamaḥ—,प्राकृतगुणानां परस्पराव्यभिचारित्वं तूक्तं साङ्ख्यकौमुद्यां—अन्योन्यमिथुनवृत्तय इति । तट्टीकायां च—अन्योन्यसहचरा अविनाभाववर्तिन इति यावत् । भवति चात्रागमः—,प्राकृतगुणानाꣳ परस्पराव्यभिचारित्वꣳ तूक्तꣳ साङ्ख्यकौमुद्याꣳ—अन्योन्यमिथुनवृत्तय इति । तट्टीकायाꣳ च—अन्योन्यसहचरा अविनाभाववर्तिन इति यावत् । भवति चात्रागमः—
193,"rajaso mithunaṁ sattvam ity ādy upakramya ,","रजसो मिथुनं सत्त्वम् इत्य् आद्य् उपक्रम्य ,","रजसो मिथुनꣳ सत्त्वम् इत्य् आद्य् उपक्रम्य ,"
194,naiṣām ādiś ca saṁyogo viyogo copalabhyate || iti ||,नैषाम् आदिश् च संयोगो वियोगो चोपलभ्यते ॥ इति ॥,नैषाम् आदिश् च सꣳयोगो वियोगो चोपलभ्यते ॥ इति ॥
195,"tasmād atra rajaso’sad-bhāvād asṛjyatvaṁ, tamaso’sad-bhāvād anāśyatvaṁ, prākṛta-sattvābhāvāc ca saccidānanda-rūpatvaṁ tasya darśitam | tatra hetuḥ—na ca kāla-vikrama iti | kāla-vikrameṇa hi prakṛti-kṣobhāt sattvādayaḥ pṛthak kriyante | tasmād yatrāsau ṣaḍ-bhāva-vikāra-hetuḥ kāla-vikrama eva na pravartate, tatra teṣām abhāvaḥ sutarām eveti bhāvaḥ | ","तस्माद् अत्र रजसोऽसद्भावाद् असृज्यत्वं, तमसोऽसद्भावाद् अनाश्यत्वं, प्राकृतसत्त्वाभावाच् च सच्चिदानन्दरूपत्वं तस्य दर्शितम् । तत्र हेतुः—न च कालविक्रम इति । कालविक्रमेण हि प्रकृतिक्षोभात् सत्त्वादयः पृथक् क्रियन्ते । तस्माद् यत्रासौ षड्भावविकारहेतुः कालविक्रम एव न प्रवर्तते, तत्र तेषाम् अभावः सुतराम् एवेति भावः । ","तस्माद् अत्र रजसोऽसद्भावाद् असृज्यत्वꣳ, तमसोऽसद्भावाद् अनाश्यत्वꣳ, प्राकृतसत्त्वाभावाच् च सच्चिदानन्दरूपत्वꣳ तस्य दर्शितम् । तत्र हेतुः—न च कालविक्रम इति । कालविक्रमेण हि प्रकृतिक्षोभात् सत्त्वादयः पृथक् क्रियन्ते । तस्माद् यत्रासौ षड्भावविकारहेतुः कालविक्रम एव न प्रवर्तते, तत्र तेषाम् अभावः सुतराम् एवेति भावः । "
196,"kiṁ ca, teṣāṁ mūlata eva kuṭhāra ity āha—na yatra māyeti | māyātra jagat-sṛṣṭy-ādi-hetur bhagavac-chaktiḥ, na tu kāpaṭya-mātram, raja-ādi-niṣedhenaiva tad-vyudāsāt | ","किं च, तेषां मूलत एव कुठार इत्य् आह—न यत्र मायेति । मायात्र जगत्सृष्ट्यादिहेतुर् भगवच्छक्तिः, न तु कापट्यमात्रम्, रजआदिनिषेधेनैव तद्व्युदासात् । ","किꣳ च, तेषाꣳ मूलत एव कुठार इत्य् आह—न यत्र मायेति । मायात्र जगत्सृष्ट्यादिहेतुर् भगवच्छक्तिः, न तु कापट्यमात्रम्, रजआदिनिषेधेनैव तद्व्युदासात् । "
197,"athavā, yatra tayoḥ sambandhi sattvaṁ prākṛta-sattvaṁ yat, tad api na pravartate | miśram apṛthag-bhūta-guṇa-trayaṁ pradhānaṁ ca | agre māyā-pradhānayor bhedo vivecanīyaḥ |","अथवा, यत्र तयोः सम्बन्धि सत्त्वं प्राकृतसत्त्वं यत्, तद् अपि न प्रवर्तते । मिश्रम् अपृथग्भूतगुणत्रयं प्रधानं च । अग्रे मायाप्रधानयोर् भेदो विवेचनीयः ।","अथवा, यत्र तयोः सम्बन्धि सत्त्वꣳ प्राकृतसत्त्वꣳ यत्, तद् अपि न प्रवर्तते । मिश्रम् अपृथग्भूतगुणत्रयꣳ प्रधानꣳ च । अग्रे मायाप्रधानयोर् भेदो विवेचनीयः ।"
198,kaimutyenoktam evārthaṁ draḍhayati—kim utāpare iti | tayor vimiśraṁ kiñcid rajas-tamo-miśraṁ sattvaṁ ca neti vyākhyā tu piṣṭa-peṣaṇam eva | sāmānyato rajas-tamo-niṣedhenaiva tat-pratipatteḥ |,कैमुत्येनोक्तम् एवार्थं द्रढयति—किम् उतापरे इति । तयोर् विमिश्रं किञ्चिद् रजस्तमोमिश्रं सत्त्वं च नेति व्याख्या तु पिष्टपेषणम् एव । सामान्यतो रजस्तमोनिषेधेनैव तत्प्रतिपत्तेः ।,कैमुत्येनोक्तम् एवार्थꣳ द्रढयति—किम् उतापरे इति । तयोर् विमिश्रꣳ किञ्चिद् रजस्तमोमिश्रꣳ सत्त्वꣳ च नेति व्याख्या तु पिष्टपेषणम् एव । सामान्यतो रजस्तमोनिषेधेनैव तत्प्रतिपत्तेः ।
200,vakṣyate ca tasya sattvasya prākṛtād anyatamatvaṁ dvādaśe śrī-nārāyaṇa-rṣiṁ prati mārkaṇḍeyena—,वक्ष्यते च तस्य सत्त्वस्य प्राकृताद् अन्यतमत्वं द्वादशे श्रीनारायणर्षिं प्रति मार्कण्डेयेन—,वक्ष्यते च तस्य सत्त्वस्य प्राकृताद् अन्यतमत्वꣳ द्वादशे श्रीनारायणर्षिꣳ प्रति मार्कण्डेयेन—
201,sattvaṁ rajas tama itīśa tavātma-bandho,सत्त्वं रजस् तम इतीश तवात्मबन्धो,सत्त्वꣳ रजस् तम इतीश तवात्मबन्धो
204,nānye nṝṇāṁ vyasana-moha-bhiyaś ca yābhyām ||,नान्ये नॄणां व्यसनमोहभियश् च याभ्याम् ॥,नान्ये नॄणाꣳ व्यसनमोहभियश् च याभ्याम् ॥
205,tasmāt taveha bhagavann atha tāvakānāṁ,तस्मात् तवेह भगवन्न् अथ तावकानां,तस्मात् तवेह भगवन्न् अथ तावकानाꣳ
206,śuklāṁ tanuṁ sva-dayitāṁ kuśalā bhajanti |,शुक्लां तनुं स्वदयितां कुशला भजन्ति ।,शुक्लाꣳ तनुꣳ स्वदयिताꣳ कुशला भजन्ति ।
207,yat sātvatāḥ puruṣa-rūpam uśanti sattvaṁ ,यत् सात्वताः पुरुषरूपम् उशन्ति सत्त्वं ,यत् सात्वताः पुरुषरूपम् उशन्ति सत्त्वꣳ 
208,loko yato’bhayam utātma-sukhaṁ na cānyad || [bhā.pu. 12.8.45-46] iti ||,लोको यतोऽभयम् उतात्मसुखं न चान्यद् ॥ [भा.पु. १२.८.४५-४६] इति ॥,लोको यतोऽभयम् उतात्मसुखꣳ न चान्यद् ॥ [भा.पु. १२.८.४५-४६] इति ॥
209,"anayor arthaḥ—he īśa ! yad api sattvaṁ rajas tama iti tavaiva māyā-kṛtā līlāḥ, katham-bhūtāḥ ? asya viśvasya sthity-ādi-hetavaḥ, tathāpi yā sattva-mayī saiva praśāntyai prakṛṣṭa-sukhāya bhavati, nānye rajas-tamo-mayyau | na kevalaṁ praśānty-abhāva-mātram anayoḥ, kintv aniṣṭaṁ cety āha—vyasaneti | ","अनयोर् अर्थः—हे ईश ! यद् अपि सत्त्वं रजस् तम इति तवैव मायाकृता लीलाः, कथम्भूताः ? अस्य विश्वस्य स्थित्यादिहेतवः, तथापि या सत्त्वमयी सैव प्रशान्त्यै प्रकृष्टसुखाय भवति, नान्ये रजस्तमोमय्यौ । न केवलं प्रशान्त्यभावमात्रम् अनयोः, किन्त्व् अनिष्टं चेत्य् आह—व्यसनेति । ","अनयोर् अर्थः—हे ईश ! यद् अपि सत्त्वꣳ रजस् तम इति तवैव मायाकृता लीलाः, कथम्भूताः ? अस्य विश्वस्य स्थित्यादिहेतवः, तथापि या सत्त्वमयी सैव प्रशान्त्यै प्रकृष्टसुखाय भवति, नान्ये रजस्तमोमय्यौ । न केवलꣳ प्रशान्त्यभावमात्रम् अनयोः, किन्त्व् अनिष्टꣳ चेत्य् आह—व्यसनेति । "
210,"he bhagavan ! tasmāt tava śuklāṁ sattva-maya-līlādhiṣṭhātrīṁ tanuṁ śrī-viṣṇu-rūpāṁ kuśalā nipuṇā bhajanti sevante, na tv anyāṁ brahma-rudra-rūpām | tathā tāvakānāṁ jīvānāṁ ca madhye śuklāṁ sattvaika-niṣṭhāṁ tanuṁ tad-bhakta-lakṣaṇa-svāyambhuva-manv-ādi-rūpāṁ te bhajanti anusaranti, na tu dakṣa-bhairavādi-rūpām | katham-bhūtām ? svasya tavāpi dayitāṁ loka-śānti-karatvāt |","हे भगवन् ! तस्मात् तव शुक्लां सत्त्वमयलीलाधिष्ठात्रीं तनुं श्रीविष्णुरूपां कुशला निपुणा भजन्ति सेवन्ते, न त्व् अन्यां ब्रह्मरुद्ररूपाम् । तथा तावकानां जीवानां च मध्ये शुक्लां सत्त्वैकनिष्ठां तनुं तद्भक्तलक्षणस्वायम्भुवमन्वादिरूपां ते भजन्ति अनुसरन्ति, न तु दक्षभैरवादिरूपाम् । कथम्भूताम् ? स्वस्य तवापि दयितां लोकशान्तिकरत्वात् ।","हे भगवन् ! तस्मात् तव शुक्लाꣳ सत्त्वमयलीलाधिष्ठात्रीꣳ तनुꣳ श्रीविष्णुरूपाꣳ कुशला निपुणा भजन्ति सेवन्ते, न त्व् अन्याꣳ ब्रह्मरुद्ररूपाम् । तथा तावकानाꣳ जीवानाꣳ च मध्ये शुक्लाꣳ सत्त्वैकनिष्ठाꣳ तनुꣳ तद्भक्तलक्षणस्वायम्भुवमन्वादिरूपाꣳ ते भजन्ति अनुसरन्ति, न तु दक्षभैरवादिरूपाम् । कथम्भूताम् ? स्वस्य तवापि दयिताꣳ लोकशान्तिकरत्वात् ।"
211,"nanu mama rūpam api sattvātmakam iti prasiddhaṁ | tarhi kathaṁ tasyāpi māyāmayatvam eva ? nahi nahīty āha—sātvatāḥ śrī-bhāgavatā yat sattvaṁ puruṣasya tava rūpaṁ prakāśam uśanti manyante, yataś ca sattvāt loko vaikuṇṭhākhyaḥ prakāśate, tad abhayam ātma-sukhaṁ para-brahmānanda-svarūpam eva, na tv anyat prakṛti-jaṁ sattvaṁ tad iti | ","ननु मम रूपम् अपि सत्त्वात्मकम् इति प्रसिद्धं । तर्हि कथं तस्यापि मायामयत्वम् एव ? नहि नहीत्य् आह—सात्वताः श्रीभागवता यत् सत्त्वं पुरुषस्य तव रूपं प्रकाशम् उशन्ति मन्यन्ते, यतश् च सत्त्वात् लोको वैकुण्ठाख्यः प्रकाशते, तद् अभयम् आत्मसुखं परब्रह्मानन्दस्वरूपम् एव, न त्व् अन्यत् प्रकृतिजं सत्त्वं तद् इति । ","ननु मम रूपम् अपि सत्त्वात्मकम् इति प्रसिद्धꣳ । तर्हि कथꣳ तस्यापि मायामयत्वम् एव ? नहि नहीत्य् आह—सात्वताः श्रीभागवता यत् सत्त्वꣳ पुरुषस्य तव रूपꣳ प्रकाशम् उशन्ति मन्यन्ते, यतश् च सत्त्वात् लोको वैकुण्ठाख्यः प्रकाशते, तद् अभयम् आत्मसुखꣳ परब्रह्मानन्दस्वरूपम् एव, न त्व् अन्यत् प्रकृतिजꣳ सत्त्वꣳ तद् इति । "
212,"atra sattva-śabdena sva-prakāśatā-lakṣaṇa-svarūpa-śakti-vṛtti-viśeṣa ucyate, sattvaṁ viśuddhaṁ vasudeva-śabditaṁ yad īyate tatra pumān apāvṛtaḥ [bhā.pu. 4.3.23] ity-ādy-udāhariṣyamāṇānusārāt agocarasya [prākṛtāpratyakṣa-vastunaḥ pratyakṣatve kāraṇaṁ prākṛtaṁ sattvaṁ] gocaratve hetuḥ prakṛti-guṇaḥ sattvam ity aśuddha-sattva-lakṣaṇa-prasiddhy-anusāreṇa tathābhūtaś [aprākṛtāpratyakṣa-vastunaḥ pratyakṣatve kāraṇaṁ] cic-chakti-vṛtti-viśeṣaḥ sattvam iti saṅgati-lābhāc ca | ","अत्र सत्त्वशब्देन स्वप्रकाशतालक्षणस्वरूपशक्तिवृत्तिविशेष उच्यते, सत्त्वं विशुद्धं वसुदेवशब्दितं यद् ईयते तत्र पुमान् अपावृतः [भा.पु. ४.३.२३] इत्याद्युदाहरिष्यमाणानुसारात् अगोचरस्य [प्राकृताप्रत्यक्षवस्तुनः प्रत्यक्षत्वे कारणं प्राकृतं सत्त्वं] गोचरत्वे हेतुः प्रकृतिगुणः सत्त्वम् इत्य् अशुद्धसत्त्वलक्षणप्रसिद्ध्यनुसारेण तथाभूतश् [अप्राकृताप्रत्यक्षवस्तुनः प्रत्यक्षत्वे कारणं] चिच्छक्तिवृत्तिविशेषः सत्त्वम् इति सङ्गतिलाभाच् च । ","अत्र सत्त्वशब्देन स्वप्रकाशतालक्षणस्वरूपशक्तिवृत्तिविशेष उच्यते, सत्त्वꣳ विशुद्धꣳ वसुदेवशब्दितꣳ यद् ईयते तत्र पुमान् अपावृतः [भा.पु. ४.३.२३] इत्याद्युदाहरिष्यमाणानुसारात् अगोचरस्य [प्राकृताप्रत्यक्षवस्तुनः प्रत्यक्षत्वे कारणꣳ प्राकृतꣳ सत्त्वꣳ] गोचरत्वे हेतुः प्रकृतिगुणः सत्त्वम् इत्य् अशुद्धसत्त्वलक्षणप्रसिद्ध्यनुसारेण तथाभूतश् [अप्राकृताप्रत्यक्षवस्तुनः प्रत्यक्षत्वे कारणꣳ] चिच्छक्तिवृत्तिविशेषः सत्त्वम् इति सङ्गतिलाभाच् च । "
213,"tataś ca tasya svarūpa-śakti-vṛttitvena svarūpātmataivety uktam—tad abhayam ātma-sukham iti | śaktitva-prādhānya-vivakṣayoktaṁ—loko yata iti | arthāntare bhagavad-vigrahaṁ prati rūpaṁ yad etad [bhā.pu. 3.9.2] ity-ādau śuddha-sattva-svarūpa-mātratva-pratijñā-bhaṅgaḥ, abhayam ity-ādau prāñjalatā-hāniś ca bhavati | ","ततश् च तस्य स्वरूपशक्तिवृत्तित्वेन स्वरूपात्मतैवेत्य् उक्तम्—तद् अभयम् आत्मसुखम् इति । शक्तित्वप्राधान्यविवक्षयोक्तं—लोको यत इति । अर्थान्तरे भगवद्विग्रहं प्रति रूपं यद् एतद् [भा.पु. ३.९.२] इत्यादौ शुद्धसत्त्वस्वरूपमात्रत्वप्रतिज्ञाभङ्गः, अभयम् इत्यादौ प्राञ्जलताहानिश् च भवति । ","ततश् च तस्य स्वरूपशक्तिवृत्तित्वेन स्वरूपात्मतैवेत्य् उक्तम्—तद् अभयम् आत्मसुखम् इति । शक्तित्वप्राधान्यविवक्षयोक्तꣳ—लोको यत इति । अर्थान्तरे भगवद्विग्रहꣳ प्रति रूपꣳ यद् एतद् [भा.पु. ३.९.२] इत्यादौ शुद्धसत्त्वस्वरूपमात्रत्वप्रतिज्ञाभङ्गः, अभयम् इत्यादौ प्राञ्जलताहानिश् च भवति । "
214,anyat-padasyaikasyaiva rajas tamaś ceti dvir-āvṛttau pratipatti-gauravaṁ cotpadyate | pūrvam api nānye iti dvi-vacanenaiva parāmṛṣṭe | tasmād asti prasiddhād anyat svarūpa-bhūtaṁ sattvam |,अन्यत्पदस्यैकस्यैव रजस् तमश् चेति द्विरावृत्तौ प्रतिपत्तिगौरवं चोत्पद्यते । पूर्वम् अपि नान्ये इति द्विवचनेनैव परामृष्टे । तस्माद् अस्ति प्रसिद्धाद् अन्यत् स्वरूपभूतं सत्त्वम् ।,अन्यत्पदस्यैकस्यैव रजस् तमश् चेति द्विरावृत्तौ प्रतिपत्तिगौरवꣳ चोत्पद्यते । पूर्वम् अपि नान्ये इति द्विवचनेनैव परामृष्टे । तस्माद् अस्ति प्रसिद्धाद् अन्यत् स्वरूपभूतꣳ सत्त्वम् ।
