paragraph_index,original_iast,aksharamukha_output,sanscript_output
3232,hds: 4.25.63,ह्द्स्: ४।२५।६३,ह्द्स्: ४.२५.६३
3235,7. ab-adhikaraṇam,७। अबधिकरणम्,७. अबधिकरणम्
3239,athāpām utpattim āha | tatra yady ubhayatrāpy agner eva tad-utpattir uktā tathāpi viruddhāt tasmāt sā na yujyeteti kasyacit śaṅkā syāt | tām apanetuṁ sūtrārambhaḥ—,अथापाम् उत्पत्तिम् आह । तत्र यद्य् उभयत्राप्य् अग्नेर् एव तदुत्पत्तिर् उक्ता तथापि विरुद्धात् तस्मात् सा न युज्येतेति कस्यचित् शङ्का स्यात् । ताम् अपनेतुं सूत्रारम्भः—,अथापाम् उत्पत्तिम् आह । तत्र यद्य् उभयत्राप्य् अग्नेर् एव तदुत्पत्तिर् उक्ता तथापि विरुद्धात् तस्मात् सा न युज्येतेति कस्यचित् शङ्का स्यात् । ताम् अपनेतुꣳ सूत्रारम्भः—
3246,"hds: 3.26.47, 4.25.63","ह्द्स्: ३।२६।४७, ४।२५।६३","ह्द्स्: ३.२६.४७, ४.२५.६३"
3250,8. pṛthivy-adhikaraṇam,८। पृथिव्यधिकरणम्,८. पृथिव्यधिकरणम्
3254,tā āpa aikṣanta bahvyaḥ syāma prajāyemahīti tā annam asṛjanta [chā.u. 6.2.4] iti vicārāntaram | kim anenānna-śabdena yavādikaṁ grāhyaṁ kiṁ vā pṛthivīti | tasmāt yatra kvacana varṣati tad eva bhūyiṣṭham annaṁ bhavaty adbhya eva tad-adhyan nādyaṁ jāyata iti tatraiva yukti-pradarśanād rūḍheś ca yavādikam iti prāpte—,ता आप ऐक्षन्त बह्व्यः स्याम प्रजायेमहीति ता अन्नम् असृजन्त [छा.उ. ६.२.४] इति विचारान्तरम् । किम् अनेनान्नशब्देन यवादिकं ग्राह्यं किं वा पृथिवीति । तस्मात् यत्र क्वचन वर्षति तद् एव भूयिष्ठम् अन्नं भवत्य् अद्भ्य एव तदध्यन् नाद्यं जायत इति तत्रैव युक्तिप्रदर्शनाद् रूढेश् च यवादिकम् इति प्राप्ते—,ता आप ऐक्षन्त बह्व्यः स्याम प्रजायेमहीति ता अन्नम् असृजन्त [छा.उ. ६.२.४] इति विचारान्तरम् । किम् अनेनान्नशब्देन यवादिकꣳ ग्राह्यꣳ किꣳ वा पृथिवीति । तस्मात् यत्र क्वचन वर्षति तद् एव भूयिष्ठम् अन्नꣳ भवत्य् अद्भ्य एव तदध्यन् नाद्यꣳ जायत इति तत्रैव युक्तिप्रदर्शनाद् रूढेश् च यवादिकम् इति प्राप्ते—
3258,"pṛthivy eva grāhyā, na tu yavādi | kutaḥ ? adhikārety ādeḥ | tat tejo’sṛjata iti mahā-bhūtānām evādhikārāt yat kṛṣṇaṁ tad annasyeti pārthiva-rūpatvāt adbhyaḥ pṛthivīti śruty-antarāc cety arthaḥ | evaṁ sati tasmād yatra kvacanety ādikaṁ tu hetu-phalayor aikya-vivakṣayā saṅgamanīyam ||11||","पृथिव्य् एव ग्राह्या, न तु यवादि । कुतः ? अधिकारेत्य् आदेः । तत् तेजोऽसृजत इति महाभूतानाम् एवाधिकारात् यत् कृष्णं तद् अन्नस्येति पार्थिवरूपत्वात् अद्भ्यः पृथिवीति श्रुत्यन्तराच् चेत्य् अर्थः । एवं सति तस्माद् यत्र क्वचनेत्य् आदिकं तु हेतुफलयोर् ऐक्यविवक्षया सङ्गमनीयम् ॥११॥","पृथिव्य् एव ग्राह्या, न तु यवादि । कुतः ? अधिकारेत्य् आदेः । तत् तेजोऽसृजत इति महाभूतानाम् एवाधिकारात् यत् कृष्णꣳ तद् अन्नस्येति पार्थिवरूपत्वात् अद्भ्यः पृथिवीति श्रुत्यन्तराच् चेत्य् अर्थः । एवꣳ सति तस्माद् यत्र क्वचनेत्य् आदिकꣳ तु हेतुफलयोर् ऐक्यविवक्षया सङ्गमनीयम् ॥११॥"
3261,"hds: 3.26.44, 4.25.62","ह्द्स्: ३।२६।४४, ४।२५।६२","ह्द्स्: ३.२६.४४, ४.२५.६२"
3265,9. tad-abhidhyānādhikaraṇam,९। तदभिध्यानाधिकरणम्,९. तदभिध्यानाधिकरणम्
3269,viyad-ādi-krameṇa tattva-sṛṣṭi-vimarśo visaṁvāda-parihārāyaiva kṛtaḥ | pradhāna-mahad-ādi-rūpeṇa tad-vimarśas tu janmādi-sūtreṇaiva siddhaḥ | atha tasmin viśeṣaṁ vaktum ārabhate | subālopaniṣadi paṭhyate—tad bāhuḥ kiṁ tadāsīt tasmai sahovāca na sann āsan na sad asad iti tasmāt tamaḥ sañjāyate tasmād bhūtādir bhūtāder ākāśam ākaśād vāyur vāyor agnir agner āpo’dbhyaḥ pṛthivī tad-aṇḍam abhavat iti | iha tama-ākāśayor antarāle’kṣarāvyakta-mahad-bhūtādi-tan-mātrendriyāṇi krameṇa bodhyāni | sandagdhā sarvāṇi bhūtāni pṛthivy-apsu pralīyate | āpas tejasi līyante | tejo vāyau vilīyate | vāyur ākāśe vilīyate | ākāśam indriyeṣv indriyāṇi tan-mātreṣu tan-mātrāṇi bhūtādau vilīyante | tama ekībhavati parasmin | parasmāt na san nāsan na sad asat ity agrima-laya-vākyānurodhāt | etac cāpātato vastutas tu bhūtādi-śabdenāhaṅkāras trividhaḥ | tasmāt sāttvikāt mano devatāś ca | rājasād indriyāṇi | tāmasāt tu tan-mātra-dvārākāśādīnīti bahu-vyākhyānusārān | śrī-gopālopaniṣadi ca—pūrvaṁ hy ekam evādvitīyaṁ brahmāsīt tasmād avyaktam avyaktam evākṣaraṁ tasmād akṣarāt mahat tattvaṁ mahato vai ahaṁkāras tasmād evāhaṁkārāt pañca tan-mātrāṇi tebhyo bhūtāni tair āvṛtam akṣaraṁ bhavati [2.52] iti | tatra saṁśayaḥ—pradhānād iti svānantara-tattvād upajāyante uta sākṣād eva sarveśvarāt ? iti | śabda-svārasyāt svānantara-tattvād eveti prāpte—,वियदादिक्रमेण तत्त्वसृष्टिविमर्शो विसंवादपरिहारायैव कृतः । प्रधानमहदादिरूपेण तद्विमर्शस् तु जन्मादिसूत्रेणैव सिद्धः । अथ तस्मिन् विशेषं वक्तुम् आरभते । सुबालोपनिषदि पठ्यते—तद् बाहुः किं तदासीत् तस्मै सहोवाच न सन्न् आसन् न सद् असद् इति तस्मात् तमः सञ्जायते तस्माद् भूतादिर् भूतादेर् आकाशम् आकशाद् वायुर् वायोर् अग्निर् अग्नेर् आपोऽद्भ्यः पृथिवी तदण्डम् अभवत् इति । इह तमआकाशयोर् अन्तरालेऽक्षराव्यक्तमहद्भूतादितन्मात्रेन्द्रियाणि क्रमेण बोध्यानि । सन्दग्धा सर्वाणि भूतानि पृथिव्यप्सु प्रलीयते । आपस् तेजसि लीयन्ते । तेजो वायौ विलीयते । वायुर् आकाशे विलीयते । आकाशम् इन्द्रियेष्व् इन्द्रियाणि तन्मात्रेषु तन्मात्राणि भूतादौ विलीयन्ते । तम एकीभवति परस्मिन् । परस्मात् न सन् नासन् न सद् असत् इत्य् अग्रिमलयवाक्यानुरोधात् । एतच् चापाततो वस्तुतस् तु भूतादिशब्देनाहङ्कारस् त्रिविधः । तस्मात् सात्त्विकात् मनो देवताश् च । राजसाद् इन्द्रियाणि । तामसात् तु तन्मात्रद्वाराकाशादीनीति बहुव्याख्यानुसारान् । श्रीगोपालोपनिषदि च—पूर्वं ह्य् एकम् एवाद्वितीयं ब्रह्मासीत् तस्माद् अव्यक्तम् अव्यक्तम् एवाक्षरं तस्माद् अक्षरात् महत् तत्त्वं महतो वै अहंकारस् तस्माद् एवाहंकारात् पञ्च तन्मात्राणि तेभ्यो भूतानि तैर् आवृतम् अक्षरं भवति [२.५२] इति । तत्र संशयः—प्रधानाद् इति स्वानन्तरतत्त्वाद् उपजायन्ते उत साक्षाद् एव सर्वेश्वरात् ? इति । शब्दस्वारस्यात् स्वानन्तरतत्त्वाद् एवेति प्राप्ते—,वियदादिक्रमेण तत्त्वसृष्टिविमर्शो विसꣳवादपरिहारायैव कृतः । प्रधानमहदादिरूपेण तद्विमर्शस् तु जन्मादिसूत्रेणैव सिद्धः । अथ तस्मिन् विशेषꣳ वक्तुम् आरभते । सुबालोपनिषदि पठ्यते—तद् बाहुः किꣳ तदासीत् तस्मै सहोवाच न सन्न् आसन् न सद् असद् इति तस्मात् तमः सञ्जायते तस्माद् भूतादिर् भूतादेर् आकाशम् आकशाद् वायुर् वायोर् अग्निर् अग्नेर् आपोऽद्भ्यः पृथिवी तदण्डम् अभवत् इति । इह तमआकाशयोर् अन्तरालेऽक्षराव्यक्तमहद्भूतादितन्मात्रेन्द्रियाणि क्रमेण बोध्यानि । सन्दग्धा सर्वाणि भूतानि पृथिव्यप्सु प्रलीयते । आपस् तेजसि लीयन्ते । तेजो वायौ विलीयते । वायुर् आकाशे विलीयते । आकाशम् इन्द्रियेष्व् इन्द्रियाणि तन्मात्रेषु तन्मात्राणि भूतादौ विलीयन्ते । तम एकीभवति परस्मिन् । परस्मात् न सन् नासन् न सद् असत् इत्य् अग्रिमलयवाक्यानुरोधात् । एतच् चापाततो वस्तुतस् तु भूतादिशब्देनाहङ्कारस् त्रिविधः । तस्मात् सात्त्विकात् मनो देवताश् च । राजसाद् इन्द्रियाणि । तामसात् तु तन्मात्रद्वाराकाशादीनीति बहुव्याख्यानुसारान् । श्रीगोपालोपनिषदि च—पूर्वꣳ ह्य् एकम् एवाद्वितीयꣳ ब्रह्मासीत् तस्माद् अव्यक्तम् अव्यक्तम् एवाक्षरꣳ तस्माद् अक्षरात् महत् तत्त्वꣳ महतो वै अहꣳकारस् तस्माद् एवाहꣳकारात् पञ्च तन्मात्राणि तेभ्यो भूतानि तैर् आवृतम् अक्षरꣳ भवति [२.५२] इति । तत्र सꣳशयः—प्रधानाद् इति स्वानन्तरतत्त्वाद् उपजायन्ते उत साक्षाद् एव सर्वेश्वरात् ? इति । शब्दस्वारस्यात् स्वानन्तरतत्त्वाद् एवेति प्राप्ते—
3273,śaṅkā-cchedāya tu-śabdaḥ | sa tama ādi-śaktikaḥ sarveśvara eva pradhānādīnāṁ pṛthivy-antānāṁ kāryāṇāṁ sākṣād-dhetuḥ | kutaḥ ? tad-abhīti | so’kāmayata bahu syāṁ prajāyeya ity ādau tasyaiva tac-chaktikasya pradhānādi-bahu-bhavana-saṅkalpāt liṅgāt brahmaiva tamaḥ-prabhṛtīni praviśyaḥ pradhānādi-rūpeṇa tāni pariṇamayati | yasya pṛthivī śarīram ity ādi-śruter antaryāmi-brāhmaṇāc ca ||12||,शङ्काच्छेदाय तुशब्दः । स तम आदिशक्तिकः सर्वेश्वर एव प्रधानादीनां पृथिव्यन्तानां कार्याणां साक्षाद्धेतुः । कुतः ? तदभीति । सोऽकामयत बहु स्यां प्रजायेय इत्य् आदौ तस्यैव तच्छक्तिकस्य प्रधानादिबहुभवनसङ्कल्पात् लिङ्गात् ब्रह्मैव तमःप्रभृतीनि प्रविश्यः प्रधानादिरूपेण तानि परिणमयति । यस्य पृथिवी शरीरम् इत्य् आदिश्रुतेर् अन्तर्यामिब्राह्मणाच् च ॥१२॥,शङ्काच्छेदाय तुशब्दः । स तम आदिशक्तिकः सर्वेश्वर एव प्रधानादीनाꣳ पृथिव्यन्तानाꣳ कार्याणाꣳ साक्षाद्धेतुः । कुतः ? तदभीति । सोऽकामयत बहु स्याꣳ प्रजायेय इत्य् आदौ तस्यैव तच्छक्तिकस्य प्रधानादिबहुभवनसङ्कल्पात् लिङ्गात् ब्रह्मैव तमःप्रभृतीनि प्रविश्यः प्रधानादिरूपेण तानि परिणमयति । यस्य पृथिवी शरीरम् इत्य् आदिश्रुतेर् अन्तर्यामिब्राह्मणाच् च ॥१२॥
3284,svaṁ vāyur jyotir āpaś ca pṛthivī viśvasya dhāriṇī || ,स्वं वायुर् ज्योतिर् आपश् च पृथिवी विश्वस्य धारिणी ॥ ,स्वꣳ वायुर् ज्योतिर् आपश् च पृथिवी विश्वस्य धारिणी ॥ 
3286,iti muṇḍaka-śrutau subāla-śruty-ādi-dṛṣṭāt pradhāna-mahad-ādi-kramāt viparyayeṇa yaḥ kramaḥ sākṣāt sarveśvarānantarya-rūpaḥ sarveṣāṁ prāṇādi-pṛthivy-antānāṁ pratīyate sa khalv ataḥ sarveśvarād eva tat-tad-vastu-śaktikāt tat-tat-kāryotpatter upapadyate | anyathā śabda-svārasya-bhaṅgaḥ | sarveśvarasya sarvopādānatvaṁ sarva-sraṣṭṛtvaṁ tad-vijñānena sarva-vijñānaṁ vyākupyet | jaḍaiḥ pradhānādibhis tat-tat-pariṇāmāsambhavaś ceti ca-śabdāt | tasmāt sa eva sarvatra sākṣād dhetur iti ||13||,इति मुण्डकश्रुतौ सुबालश्रुत्यादिदृष्टात् प्रधानमहदादिक्रमात् विपर्ययेण यः क्रमः साक्षात् सर्वेश्वरानन्तर्यरूपः सर्वेषां प्राणादिपृथिव्यन्तानां प्रतीयते स खल्व् अतः सर्वेश्वराद् एव तत्तद्वस्तुशक्तिकात् तत्तत्कार्योत्पत्तेर् उपपद्यते । अन्यथा शब्दस्वारस्यभङ्गः । सर्वेश्वरस्य सर्वोपादानत्वं सर्वस्रष्टृत्वं तद्विज्ञानेन सर्वविज्ञानं व्याकुप्येत् । जडैः प्रधानादिभिस् तत्तत्परिणामासम्भवश् चेति चशब्दात् । तस्मात् स एव सर्वत्र साक्षाद् धेतुर् इति ॥१३॥,इति मुण्डकश्रुतौ सुबालश्रुत्यादिदृष्टात् प्रधानमहदादिक्रमात् विपर्ययेण यः क्रमः साक्षात् सर्वेश्वरानन्तर्यरूपः सर्वेषाꣳ प्राणादिपृथिव्यन्तानाꣳ प्रतीयते स खल्व् अतः सर्वेश्वराद् एव तत्तद्वस्तुशक्तिकात् तत्तत्कार्योत्पत्तेर् उपपद्यते । अन्यथा शब्दस्वारस्यभङ्गः । सर्वेश्वरस्य सर्वोपादानत्वꣳ सर्वस्रष्टृत्वꣳ तद्विज्ञानेन सर्वविज्ञानꣳ व्याकुप्येत् । जडैः प्रधानादिभिस् तत्तत्परिणामासम्भवश् चेति चशब्दात् । तस्मात् स एव सर्वत्र साक्षाद् धेतुर् इति ॥१३॥
3289,hds : 10.48.18-19.,ह्द्स् : १०।४८।१८-१९।,ह्द्स् : १०.४८.१८-१९.
3297,"vijñāna-śabdenātmendriyāṇi bhaṇyante | sarveṣāṁ tattvānāṁ sākṣāt sarveśād utpattir abhidhyāna-liṅgād avagatā etasmād iti śrutyā niścīyate iti na sambhavati, tasyāḥ krama-viśeṣa-paratvāt | ākāśādiṣu śruty-antara-siddhaḥ kramas tayāpi khaṁ vāyur ity ādinā pratīyate | tal-liṅgāt taiḥ saha pāṭha-liṅgāt | bhūta-prāṇayor antarāle tenaiva krameṇa vijñāna-manasī ca prajāyete ity avabuddhyate | atas tvayā śrutyā sarveṣāṁ tattvānāṁ sākṣāt sarveśād utpattir niścetuṁ na śakyeti cen na | kutaḥ ? aviśeṣāt | tasyāṁ sarveṣāṁ prāṇādi-pṛthivy-antānāṁ sākṣāt sarveśa-jātatvābhidhānasya samānatvād ity arthaḥ | etasmād ity anena hi sarve prāṇādayaḥ sambadhyante | ayaṁ bhāvaḥ | so’kāmayata bahu syām ity āder etasmāt jāyate prāṇa ity ādeś ca śravaṇāt | ahaṁ sarvasya prabhavo mattaḥ sarvaṁ pravartate [gītā 10.9], ","विज्ञानशब्देनात्मेन्द्रियाणि भण्यन्ते । सर्वेषां तत्त्वानां साक्षात् सर्वेशाद् उत्पत्तिर् अभिध्यानलिङ्गाद् अवगता एतस्माद् इति श्रुत्या निश्चीयते इति न सम्भवति, तस्याः क्रमविशेषपरत्वात् । आकाशादिषु श्रुत्यन्तरसिद्धः क्रमस् तयापि खं वायुर् इत्य् आदिना प्रतीयते । तल्लिङ्गात् तैः सह पाठलिङ्गात् । भूतप्राणयोर् अन्तराले तेनैव क्रमेण विज्ञानमनसी च प्रजायेते इत्य् अवबुद्ध्यते । अतस् त्वया श्रुत्या सर्वेषां तत्त्वानां साक्षात् सर्वेशाद् उत्पत्तिर् निश्चेतुं न शक्येति चेन् न । कुतः ? अविशेषात् । तस्यां सर्वेषां प्राणादिपृथिव्यन्तानां साक्षात् सर्वेशजातत्वाभिधानस्य समानत्वाद् इत्य् अर्थः । एतस्माद् इत्य् अनेन हि सर्वे प्राणादयः सम्बध्यन्ते । अयं भावः । सोऽकामयत बहु स्याम् इत्य् आदेर् एतस्मात् जायते प्राण इत्य् आदेश् च श्रवणात् । अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते [गीता १०.९], ","विज्ञानशब्देनात्मेन्द्रियाणि भण्यन्ते । सर्वेषाꣳ तत्त्वानाꣳ साक्षात् सर्वेशाद् उत्पत्तिर् अभिध्यानलिङ्गाद् अवगता एतस्माद् इति श्रुत्या निश्चीयते इति न सम्भवति, तस्याः क्रमविशेषपरत्वात् । आकाशादिषु श्रुत्यन्तरसिद्धः क्रमस् तयापि खꣳ वायुर् इत्य् आदिना प्रतीयते । तल्लिङ्गात् तैः सह पाठलिङ्गात् । भूतप्राणयोर् अन्तराले तेनैव क्रमेण विज्ञानमनसी च प्रजायेते इत्य् अवबुद्ध्यते । अतस् त्वया श्रुत्या सर्वेषाꣳ तत्त्वानाꣳ साक्षात् सर्वेशाद् उत्पत्तिर् निश्चेतुꣳ न शक्येति चेन् न । कुतः ? अविशेषात् । तस्याꣳ सर्वेषाꣳ प्राणादिपृथिव्यन्तानाꣳ साक्षात् सर्वेशजातत्वाभिधानस्य समानत्वाद् इत्य् अर्थः । एतस्माद् इत्य् अनेन हि सर्वे प्राणादयः सम्बध्यन्ते । अयꣳ भावः । सोऽकामयत बहु स्याम् इत्य् आदेर् एतस्मात् जायते प्राण इत्य् आदेश् च श्रवणात् । अहꣳ सर्वस्य प्रभवो मत्तः सर्वꣳ प्रवर्तते [गीता १०.९], "
3299,tatra tatra sthito viṣṇus tat-tac-chaktiṁ prabodhayet |,तत्र तत्र स्थितो विष्णुस् तत्तच्छक्तिं प्रबोधयेत् ।,तत्र तत्र स्थितो विष्णुस् तत्तच्छक्तिꣳ प्रबोधयेत् ।
3302,sarvāṇi pradhānādīni sākṣāt sarveśodbhavānīti mantavyam | na caivaṁ subāla-śrutyādi-dṛṣṭa-krama-virodhaḥ | tama-ādi-śaktimān pradhānādi-kārya-hetur iti tatra vivakṣitatvāt | tathā cobhayaṁ sūpapannam | tad evaṁ sati tat-tejo’sṛjatety atra tat tamaḥ prabhṛti-śaktikaṁ brahma pradhānādi-vāyv-antaṁ sṛṣṭvā tejo’sṛjateti tasmād vā ity atra tat tasmāt tamaḥ-prabhṛti-śaktikāt sambhāvita-pradhānādikād ātmanaḥ sarveśād ākāśaḥ sambhūta iti saṅgamanīyam ||14||,सर्वाणि प्रधानादीनि साक्षात् सर्वेशोद्भवानीति मन्तव्यम् । न चैवं सुबालश्रुत्यादिदृष्टक्रमविरोधः । तमआदिशक्तिमान् प्रधानादिकार्यहेतुर् इति तत्र विवक्षितत्वात् । तथा चोभयं सूपपन्नम् । तद् एवं सति तत्तेजोऽसृजतेत्य् अत्र तत् तमः प्रभृतिशक्तिकं ब्रह्म प्रधानादिवाय्वन्तं सृष्ट्वा तेजोऽसृजतेति तस्माद् वा इत्य् अत्र तत् तस्मात् तमःप्रभृतिशक्तिकात् सम्भावितप्रधानादिकाद् आत्मनः सर्वेशाद् आकाशः सम्भूत इति सङ्गमनीयम् ॥१४॥,सर्वाणि प्रधानादीनि साक्षात् सर्वेशोद्भवानीति मन्तव्यम् । न चैवꣳ सुबालश्रुत्यादिदृष्टक्रमविरोधः । तमआदिशक्तिमान् प्रधानादिकार्यहेतुर् इति तत्र विवक्षितत्वात् । तथा चोभयꣳ सूपपन्नम् । तद् एवꣳ सति तत्तेजोऽसृजतेत्य् अत्र तत् तमः प्रभृतिशक्तिकꣳ ब्रह्म प्रधानादिवाय्वन्तꣳ सृष्ट्वा तेजोऽसृजतेति तस्माद् वा इत्य् अत्र तत् तस्मात् तमःप्रभृतिशक्तिकात् सम्भावितप्रधानादिकाद् आत्मनः सर्वेशाद् आकाशः सम्भूत इति सङ्गमनीयम् ॥१४॥
3305,hds : 10.70.38.,ह्द्स् : १०।७०।३८।,ह्द्स् : १०.७०.३८.
3309,10. carācara-vyapāśrayādhikaraṇam,१०। चराचरव्यपाश्रयाधिकरणम्,१०. चराचरव्यपाश्रयाधिकरणम्
3313,nanv evaṁ sarveśvaro harir eva cet sarvātmakas tarhi sarveṣāṁ carācara-vācināṁ śabdānāṁ tad-vācakatāpattiḥ | na ca sā teṣāṁ samasti carācareṣu mukhya-vyutpannatvāt | svīkṛtāyāṁ ca tasyāṁ gauṇī teṣāṁ tasmin pravṛttir ity āśaṅkyāha—,नन्व् एवं सर्वेश्वरो हरिर् एव चेत् सर्वात्मकस् तर्हि सर्वेषां चराचरवाचिनां शब्दानां तद्वाचकतापत्तिः । न च सा तेषां समस्ति चराचरेषु मुख्यव्युत्पन्नत्वात् । स्वीकृतायां च तस्यां गौणी तेषां तस्मिन् प्रवृत्तिर् इत्य् आशङ्क्याह—,नन्व् एवꣳ सर्वेश्वरो हरिर् एव चेत् सर्वात्मकस् तर्हि सर्वेषाꣳ चराचरवाचिनाꣳ शब्दानाꣳ तद्वाचकतापत्तिः । न च सा तेषाꣳ समस्ति चराचरेषु मुख्यव्युत्पन्नत्वात् । स्वीकृतायाꣳ च तस्याꣳ गौणी तेषाꣳ तस्मिन् प्रवृत्तिर् इत्य् आशङ्क्याह—
3318,"tu-śabdaḥ śaṅkā-nirāsārthaḥ | carācara-vyapāśrayas tad-vyapadeśo jaṅgama-sthāvara-śarīra-vācakas tat-tac-chabdo bhagavaty abhākto mukhyaḥ syāt | kutaḥ ? tad-bhāveti | tad-bhāvasya sarveṣāṁ śabdānāṁ bhagavad-vācaka-bhāvasya śāstra-śravaṇād ūrdhvaṁ bhaviṣyattvāt | tad-buddher udeṣyattvād iti yāvat | śrutiś caivam āha—so’kāmayata bahu syāṁ [tai.u. 2.6], sa vāsudevo na yato’nyad asti [go.tā.u. 1.*] ity ādinā | smṛtiś ca—","तुशब्दः शङ्कानिरासार्थः । चराचरव्यपाश्रयस् तद्व्यपदेशो जङ्गमस्थावरशरीरवाचकस् तत्तच्छब्दो भगवत्य् अभाक्तो मुख्यः स्यात् । कुतः ? तद्भावेति । तद्भावस्य सर्वेषां शब्दानां भगवद्वाचकभावस्य शास्त्रश्रवणाद् ऊर्ध्वं भविष्यत्त्वात् । तद्बुद्धेर् उदेष्यत्त्वाद् इति यावत् । श्रुतिश् चैवम् आह—सोऽकामयत बहु स्यां [तै.उ. २.६], स वासुदेवो न यतोऽन्यद् अस्ति [गो.ता.उ. १.*] इत्य् आदिना । स्मृतिश् च—","तुशब्दः शङ्कानिरासार्थः । चराचरव्यपाश्रयस् तद्व्यपदेशो जङ्गमस्थावरशरीरवाचकस् तत्तच्छब्दो भगवत्य् अभाक्तो मुख्यः स्यात् । कुतः ? तद्भावेति । तद्भावस्य सर्वेषाꣳ शब्दानाꣳ भगवद्वाचकभावस्य शास्त्रश्रवणाद् ऊर्ध्वꣳ भविष्यत्त्वात् । तद्बुद्धेर् उदेष्यत्त्वाद् इति यावत् । श्रुतिश् चैवम् आह—सोऽकामयत बहु स्याꣳ [तै.उ. २.६], स वासुदेवो न यतोऽन्यद् अस्ति [गो.ता.उ. १.*] इत्य् आदिना । स्मृतिश् च—"
3325,ayaṁ bhāvaḥ—śakti-vācakāḥ śabdāḥ śaktimati paryavasyanti śaktīnāṁ tad-ātmakatvād iti ||15|| (17),अयं भावः—शक्तिवाचकाः शब्दाः शक्तिमति पर्यवस्यन्ति शक्तीनां तदात्मकत्वाद् इति ॥१५॥ (१७),अयꣳ भावः—शक्तिवाचकाः शब्दाः शक्तिमति पर्यवस्यन्ति शक्तीनाꣳ तदात्मकत्वाद् इति ॥१५॥ (१७)
3328,"hds : 10.86.56, 10.6.8, 10.16.43","ह्द्स् : १०।८६।५६, १०।६।८, १०।१६।४३","ह्द्स् : १०.८६.५६, १०.६.८, १०.१६.४३"
3332,11. ātmādhikaraṇam,११। आत्माधिकरणम्,११. आत्माधिकरणम्
3336,sarvaṁ yasmād utpadyate yasya mūla-kāraṇatvād utpattir nāsti sa paramātmetīśvaro nirūpitaḥ | atha jīvaṁ nirṇetum upakramate | tasya tāvad utpattir nirasyate | yataḥ prasūtā jagataḥ prasūtis toyena jīvān vyasasarja bhūmyām iti taittirīyake | san-mūlāḥ saumyemāḥ sarvāḥ prajā iti cānyatra śrūyate | atra jīvasyotpattir asti na veti saṁśaye cij-jaḍātmakasya jagataḥ kāryatvāvagamāt vyatireke pratijñā-bhaṅgāc cāstīti prāpte—,सर्वं यस्माद् उत्पद्यते यस्य मूलकारणत्वाद् उत्पत्तिर् नास्ति स परमात्मेतीश्वरो निरूपितः । अथ जीवं निर्णेतुम् उपक्रमते । तस्य तावद् उत्पत्तिर् निरस्यते । यतः प्रसूता जगतः प्रसूतिस् तोयेन जीवान् व्यससर्ज भूम्याम् इति तैत्तिरीयके । सन्मूलाः सौम्येमाः सर्वाः प्रजा इति चान्यत्र श्रूयते । अत्र जीवस्योत्पत्तिर् अस्ति न वेति संशये चिज्जडात्मकस्य जगतः कार्यत्वावगमात् व्यतिरेके प्रतिज्ञाभङ्गाच् चास्तीति प्राप्ते—,सर्वꣳ यस्माद् उत्पद्यते यस्य मूलकारणत्वाद् उत्पत्तिर् नास्ति स परमात्मेतीश्वरो निरूपितः । अथ जीवꣳ निर्णेतुम् उपक्रमते । तस्य तावद् उत्पत्तिर् निरस्यते । यतः प्रसूता जगतः प्रसूतिस् तोयेन जीवान् व्यससर्ज भूम्याम् इति तैत्तिरीयके । सन्मूलाः सौम्येमाः सर्वाः प्रजा इति चान्यत्र श्रूयते । अत्र जीवस्योत्पत्तिर् अस्ति न वेति सꣳशये चिज्जडात्मकस्य जगतः कार्यत्वावगमात् व्यतिरेके प्रतिज्ञाभङ्गाच् चास्तीति प्राप्ते—
3343,nāyaṁ kutaścin na babhūva kaścit |,नायं कुतश्चिन् न बभूव कश्चित् ।,नायꣳ कुतश्चिन् न बभूव कश्चित् ।
3344,ajo nityaḥ śāśvato’yaṁ purāṇo,अजो नित्यः शाश्वतोऽयं पुराणो,अजो नित्यः शाश्वतोऽयꣳ पुराणो
