paragraph_index,original_iast,aksharamukha_output,sanscript_output
889,ittham eva pañcame lokādhiṣṭhātuḥ śrī-bhagavad-vigrahasya teṣām [bhā.pu. 5.20.40] ity ādi gadyopadiṣṭasya tādṛśatvaṁ vyākhyātaṁ śrī-svāmi-caraṇaiḥ—mahā-vibhūteḥ pāramaiśvaryasya patitvād ekayaiva mūrtyā samantād āsta iti | ,इत्थम् एव पञ्चमे लोकाधिष्ठातुः श्रीभगवद्विग्रहस्य तेषाम् [भा.पु. ५.२०.४०] इत्य् आदि गद्योपदिष्टस्य तादृशत्वं व्याख्यातं श्रीस्वामिचरणैः—महाविभूतेः पारमैश्वर्यस्य पतित्वाद् एकयैव मूर्त्या समन्ताद् आस्त इति । ,इत्थम् एव पञ्चमे लोकाधिष्ठातुः श्रीभगवद्विग्रहस्य तेषाम् [भा.पु. ५.२०.४०] इत्य् आदि गद्योपदिष्टस्य तादृशत्वꣳ व्याख्यातꣳ श्रीस्वामिचरणैः—महाविभूतेः पारमैश्वर्यस्य पतित्वाद् एकयैव मूर्त्या समन्ताद् आस्त इति । 
892,ity atrāpy atas tāvad-rūpatvaṁ nāma yugapat tāvat-pradeśa-prakāśatvam eveti vyākhyeyam | na tu nārāyaṇādivad bhinnākāratvam | yathoktam—,इत्य् अत्राप्य् अतस् तावद्रूपत्वं नाम युगपत् तावत्प्रदेशप्रकाशत्वम् एवेति व्याख्येयम् । न तु नारायणादिवद् भिन्नाकारत्वम् । यथोक्तम्—,इत्य् अत्राप्य् अतस् तावद्रूपत्वꣳ नाम युगपत् तावत्प्रदेशप्रकाशत्वम् एवेति व्याख्येयम् । न तु नारायणादिवद् भिन्नाकारत्वम् । यथोक्तम्—
898,ity ācarantaṁ sad-dharmān ,इत्य् आचरन्तं सद्धर्मान् ,इत्य् आचरन्तꣳ सद्धर्मान् 
901,santam ekaṁ dadarśa ha || [bhā.pu. 10.69.41],सन्तम् एकं ददर्श ह ॥ [भा.पु. १०.६९.४१],सन्तम् एकꣳ ददर्श ह ॥ [भा.पु. १०.६९.४१]
902,"sarva-geheṣu tam eva, na tu tasyāṁśān | ekam eva santaṁ, na tu kāya-vyūhena bahu-rūpam | ekaṁ santaṁ bahudhā dṛśyamānam iti śruteḥ, na cāntar na bahir yasya [bhā.pu. 10.9.11] ity-ādinā vibhutva-siddheś ca | ha sphuṭam eva | dadarśa bhagavad-datta-śaktyā sākṣād evānubhūtavān, na tu kevalam anumitavān nārada iti śeṣaḥ | ","सर्वगेहेषु तम् एव, न तु तस्यांशान् । एकम् एव सन्तं, न तु कायव्यूहेन बहुरूपम् । एकं सन्तं बहुधा दृश्यमानम् इति श्रुतेः, न चान्तर् न बहिर् यस्य [भा.पु. १०.९.११] इत्यादिना विभुत्वसिद्धेश् च । ह स्फुटम् एव । ददर्श भगवद्दत्तशक्त्या साक्षाद् एवानुभूतवान्, न तु केवलम् अनुमितवान् नारद इति शेषः । ","सर्वगेहेषु तम् एव, न तु तस्याꣳशान् । एकम् एव सन्तꣳ, न तु कायव्यूहेन बहुरूपम् । एकꣳ सन्तꣳ बहुधा दृश्यमानम् इति श्रुतेः, न चान्तर् न बहिर् यस्य [भा.पु. १०.९.११] इत्यादिना विभुत्वसिद्धेश् च । ह स्फुटम् एव । ददर्श भगवद्दत्तशक्त्या साक्षाद् एवानुभूतवान्, न तु केवलम् अनुमितवान् नारद इति शेषः । "
908,tatra ca yogamāyā durghaṭa-ghaṭanī cic-chaktiḥ | tṛtīye sanakādīnāṁ vaikuṇṭha-gamane yogamāyā-śabdena parameśvare tu prayujyamānena cic-chaktir ucyate [bhā.dī. 3.15.26] iti svāmibhir api vyākhyātam asti | ,तत्र च योगमाया दुर्घटघटनी चिच्छक्तिः । तृतीये सनकादीनां वैकुण्ठगमने योगमायाशब्देन परमेश्वरे तु प्रयुज्यमानेन चिच्छक्तिर् उच्यते [भा.दी. ३.१५.२६] इति स्वामिभिर् अपि व्याख्यातम् अस्ति । ,तत्र च योगमाया दुर्घटघटनी चिच्छक्तिः । तृतीये सनकादीनाꣳ वैकुण्ठगमने योगमायाशब्देन परमेश्वरे तु प्रयुज्यमानेन चिच्छक्तिर् उच्यते [भा.दी. ३.१५.२६] इति स्वामिभिर् अपि व्याख्यातम् अस्ति । 
909,"jāta-kautuko munir muhur dṛṣṭvā vismito’bhūt | kāya-vyūhas tāvat tādṛśeṣv api bahuṣv eva sambhavati, taṁ vināpi madhyamākāre’pi tasmin sarva-vyāpakatva apūrvam iti tasyāpi vismayaṁ hetur nānyatheti spaṣṭam eva yathoktaṁ jñeyam | anena sarvataḥ pāṇi-pādaṁ tat [gītā 13.14] iti tādṛśyāṁ śrī-mūrtyām eva vyākhyātaṁ bhavati | ata eva, na sthānato’pi parasyobhaya-liṅgaṁ sarvatra hi [ve.sū. 3.2.11] iti sūtraṁ tattva-vādibhir evaṁ yojitam—","जातकौतुको मुनिर् मुहुर् दृष्ट्वा विस्मितोऽभूत् । कायव्यूहस् तावत् तादृशेष्व् अपि बहुष्व् एव सम्भवति, तं विनापि मध्यमाकारेऽपि तस्मिन् सर्वव्यापकत्व अपूर्वम् इति तस्यापि विस्मयं हेतुर् नान्यथेति स्पष्टम् एव यथोक्तं ज्ञेयम् । अनेन सर्वतः पाणिपादं तत् [गीता १३.१४] इति तादृश्यां श्रीमूर्त्याम् एव व्याख्यातं भवति । अत एव, न स्थानतोऽपि परस्योभयलिङ्गं सर्वत्र हि [वे.सू. ३.२.११] इति सूत्रं तत्त्ववादिभिर् एवं योजितम्—","जातकौतुको मुनिर् मुहुर् दृष्ट्वा विस्मितोऽभूत् । कायव्यूहस् तावत् तादृशेष्व् अपि बहुष्व् एव सम्भवति, तꣳ विनापि मध्यमाकारेऽपि तस्मिन् सर्वव्यापकत्व अपूर्वम् इति तस्यापि विस्मयꣳ हेतुर् नान्यथेति स्पष्टम् एव यथोक्तꣳ ज्ञेयम् । अनेन सर्वतः पाणिपादꣳ तत् [गीता १३.१४] इति तादृश्याꣳ श्रीमूर्त्याम् एव व्याख्यातꣳ भवति । अत एव, न स्थानतोऽपि परस्योभयलिङ्गꣳ सर्वत्र हि [वे.सू. ३.२.११] इति सूत्रꣳ तत्त्ववादिभिर् एवꣳ योजितम्—"
910,sthānāpekṣayāpi paramātmano na bhinnaṁ rūpaṁ | hi yasmāt | tad-rūpatvaṁ sarvatraiva | sarva-bhūteṣv evam eva brahma ity ācakṣata iti śruteḥ | ,स्थानापेक्षयापि परमात्मनो न भिन्नं रूपं । हि यस्मात् । तद्रूपत्वं सर्वत्रैव । सर्वभूतेष्व् एवम् एव ब्रह्म इत्य् आचक्षत इति श्रुतेः । ,स्थानापेक्षयापि परमात्मनो न भिन्नꣳ रूपꣳ । हि यस्मात् । तद्रूपत्वꣳ सर्वत्रैव । सर्वभूतेष्व् एवम् एव ब्रह्म इत्य् आचक्षत इति श्रुतेः । 
911,eka eva paro viṣṇuḥ sarvatrāpi na saṁśayaḥ |,एक एव परो विष्णुः सर्वत्रापि न संशयः ।,एक एव परो विष्णुः सर्वत्रापि न सꣳशयः ।
912,aiśvaryād rūpam ekaṁ ca sūryavad badhudheyate || iti mātsyāt |,ऐश्वर्याद् रूपम् एकं च सूर्यवद् बधुधेयते ॥ इति मात्स्यात् ।,ऐश्वर्याद् रूपम् एकꣳ च सूर्यवद् बधुधेयते ॥ इति मात्स्यात् ।
913,pratidṛśam iva naikadhārkam ekaṁ,प्रतिदृशम् इव नैकधार्कम् एकं,प्रतिदृशम् इव नैकधार्कम् एकꣳ
915,"evaṁ na bhedād iti cen, na, pratyekam atad-vacanāt [ve.sū. 3.2.12] ity etasya, api caivam ekam [ve.sū. 3.2.13] ity etasya ca sūtrasya vyākhyānaṁ tad-bhāṣye dṛśyam || ","एवं न भेदाद् इति चेन्, न, प्रत्येकम् अतद्वचनात् [वे.सू. ३.२.१२] इत्य् एतस्य, अपि चैवम् एकम् [वे.सू. ३.२.१३] इत्य् एतस्य च सूत्रस्य व्याख्यानं तद्भाष्ये दृश्यम् ॥ ","एवꣳ न भेदाद् इति चेन्, न, प्रत्येकम् अतद्वचनात् [वे.सू. ३.२.१२] इत्य् एतस्य, अपि चैवम् एकम् [वे.सू. ३.२.१३] इत्य् एतस्य च सूत्रस्य व्याख्यानꣳ तद्भाष्ये दृश्यम् ॥ "
918,tam imam aham ajaṁ śarīra-bhājāṁ,तम् इमम् अहम् अजं शरीरभाजां,तम् इमम् अहम् अजꣳ शरीरभाजाꣳ
920,pratidṛśam iva naikadhārkam ekaṁ,प्रतिदृशम् इव नैकधार्कम् एकं,प्रतिदृशम् इव नैकधार्कम् एकꣳ
922,tam imam agrata evopaviṣṭaṁ śrī-kṛṣṇaṁ vyaṣṭy-antaryāmi-rūpeṇa nijāṁśena śarīra-bhājāṁ hṛdi hṛdi dhiṣṭhitam | ,तम् इमम् अग्रत एवोपविष्टं श्रीकृष्णं व्यष्ट्यन्तर्यामिरूपेण निजांशेन शरीरभाजां हृदि हृदि धिष्ठितम् । ,तम् इमम् अग्रत एवोपविष्टꣳ श्रीकृष्णꣳ व्यष्ट्यन्तर्यामिरूपेण निजाꣳशेन शरीरभाजाꣳ हृदि हृदि धिष्ठितम् । 
924,prādeśa-mātraṁ puruṣaṁ vasantam || [bhā.pu. 2.2.8] ,प्रादेशमात्रं पुरुषं वसन्तम् ॥ [भा.पु. २.२.८] ,प्रादेशमात्रꣳ पुरुषꣳ वसन्तम् ॥ [भा.पु. २.२.८] 
925,ity-ukta-diśā tat-tad-rūpeṇa bhinna-mūrtivad vasantam apy ekam abhinna-mūrtim eva samadhi-gato’smi | ayaṁ paramānanda-vigraha eva vyāpakaḥ svāntar-bhūtena nijākāra-viśeṣeṇāntaryāmitayā tatra tatra sphuratīti vijñānavān asmi | ,इत्युक्तदिशा तत्तद्रूपेण भिन्नमूर्तिवद् वसन्तम् अप्य् एकम् अभिन्नमूर्तिम् एव समधिगतोऽस्मि । अयं परमानन्दविग्रह एव व्यापकः स्वान्तर्भूतेन निजाकारविशेषेणान्तर्यामितया तत्र तत्र स्फुरतीति विज्ञानवान् अस्मि । ,इत्युक्तदिशा तत्तद्रूपेण भिन्नमूर्तिवद् वसन्तम् अप्य् एकम् अभिन्नमूर्तिम् एव समधिगतोऽस्मि । अयꣳ परमानन्दविग्रह एव व्यापकः स्वान्तर्भूतेन निजाकारविशेषेणान्तर्यामितया तत्र तत्र स्फुरतीति विज्ञानवान् अस्मि । 
926,"yato’haṁ vidhūta-bheda-mohaḥ, asyaiva kṛpayā durīkṛto bheda-mohaḥ, bhagavad-vigrahasya vyāpakatvāsambhāvanā-janita-tan-nānātva-vijñāna-lakṣaṇo moho, yasya tathābhūto’ham | ","यतोऽहं विधूतभेदमोहः, अस्यैव कृपया दुरीकृतो भेदमोहः, भगवद्विग्रहस्य व्यापकत्वासम्भावनाजनिततन्नानात्वविज्ञानलक्षणो मोहो, यस्य तथाभूतोऽहम् । ","यतोऽहꣳ विधूतभेदमोहः, अस्यैव कृपया दुरीकृतो भेदमोहः, भगवद्विग्रहस्य व्यापकत्वासम्भावनाजनिततन्नानात्वविज्ञानलक्षणो मोहो, यस्य तथाभूतोऽहम् । "
928,"tatra dṛṣṭāntaḥ—pratidṛśaṁ iti | prāṇināṁ nānā-deśa-sthitānām avalokanam avalokanaṁ prati yathaika evārko vṛkṣa-kuḍyādy-upari-gatatvena tatrāpi kutracid avyavadhānaḥ sampūrṇatvena sa-vyavadhānas tv asampūrṇatvenānekadhā dṛśyate, tathety arthaḥ |dṛṣṭānto’yam ekasyaiva tatra tatrodaya ity etan-mātrāṁśe | vastutas tu śrī-bhagavad-vigraho’cintya-śaktyā tathā bhāsate | sūryas tu dūrastha-vistīrṇātmatā-svabhāveneti viśeṣaḥ |","तत्र दृष्टान्तः—प्रतिदृशं इति । प्राणिनां नानादेशस्थितानाम् अवलोकनम् अवलोकनं प्रति यथैक एवार्को वृक्षकुड्याद्युपरिगतत्वेन तत्रापि कुत्रचिद् अव्यवधानः सम्पूर्णत्वेन सव्यवधानस् त्व् असम्पूर्णत्वेनानेकधा दृश्यते, तथेत्य् अर्थः ।दृष्टान्तोऽयम् एकस्यैव तत्र तत्रोदय इत्य् एतन्मात्रांशे । वस्तुतस् तु श्रीभगवद्विग्रहोऽचिन्त्यशक्त्या तथा भासते । सूर्यस् तु दूरस्थविस्तीर्णात्मतास्वभावेनेति विशेषः ।","तत्र दृष्टान्तः—प्रतिदृशꣳ इति । प्राणिनाꣳ नानादेशस्थितानाम् अवलोकनम् अवलोकनꣳ प्रति यथैक एवार्को वृक्षकुड्याद्युपरिगतत्वेन तत्रापि कुत्रचिद् अव्यवधानः सम्पूर्णत्वेन सव्यवधानस् त्व् असम्पूर्णत्वेनानेकधा दृश्यते, तथेत्य् अर्थः ।दृष्टान्तोऽयम् एकस्यैव तत्र तत्रोदय इत्य् एतन्मात्राꣳशे । वस्तुतस् तु श्रीभगवद्विग्रहोऽचिन्त्यशक्त्या तथा भासते । सूर्यस् तु दूरस्थविस्तीर्णात्मतास्वभावेनेति विशेषः ।"
929,"athavā, taṁ pūrva-varṇita-svarūpam imam agrata evopaviṣṭaṁ śarīra-bhājāṁ hṛdi hṛdi santam api samadhigato’smi | yadyapy antaryāmi-rūpam etasmād rūpād anyākāraṁ, tathāpy etad rūpam evādhunā tatra tatra paśyāmi | sarvato mahā-prabhāvasya tasya rūpasyāgrato’nyasya rūpasya sphuraṇāśakter iti bhāvaḥ | atra dṛṣṭānto deśa-bhede’py abheda-bodhanāya jñeyaḥ, na tu pūrṇāpūrṇatva-vivakṣāyai |","अथवा, तं पूर्ववर्णितस्वरूपम् इमम् अग्रत एवोपविष्टं शरीरभाजां हृदि हृदि सन्तम् अपि समधिगतोऽस्मि । यद्यप्य् अन्तर्यामिरूपम् एतस्माद् रूपाद् अन्याकारं, तथाप्य् एतद् रूपम् एवाधुना तत्र तत्र पश्यामि । सर्वतो महाप्रभावस्य तस्य रूपस्याग्रतोऽन्यस्य रूपस्य स्फुरणाशक्तेर् इति भावः । अत्र दृष्टान्तो देशभेदेऽप्य् अभेदबोधनाय ज्ञेयः, न तु पूर्णापूर्णत्वविवक्षायै ।","अथवा, तꣳ पूर्ववर्णितस्वरूपम् इमम् अग्रत एवोपविष्टꣳ शरीरभाजाꣳ हृदि हृदि सन्तम् अपि समधिगतोऽस्मि । यद्यप्य् अन्तर्यामिरूपम् एतस्माद् रूपाद् अन्याकारꣳ, तथाप्य् एतद् रूपम् एवाधुना तत्र तत्र पश्यामि । सर्वतो महाप्रभावस्य तस्य रूपस्याग्रतोऽन्यस्य रूपस्य स्फुरणाशक्तेर् इति भावः । अत्र दृष्टान्तो देशभेदेऽप्य् अभेदबोधनाय ज्ञेयः, न तु पूर्णापूर्णत्वविवक्षायै ।"
930,"amīlita-dṛg vyadhārayat [bhā.pu. 1.9.30] iti, kṛṣṇa evaṁ bhagavati mano-vāk-kāya-vṛttibhiḥ [bhā.pu. 1.9.43] ity upakramopasaṁhārādibhir atra śrī-vigraha eva prastūyate | tato nedaṁ padyaṁ brahma-paraṁ vyākhyeyam | tad evaṁ paricchinnatvāparicchinnatvayor yugapat-sthiter acaraṁ caram eva ca [gītā 13.14] ity etad apy atra susaṅgacchate | ato vibhutve’pi līlāyā yāthārthyaṁ sidhyati || ","अमीलितदृग् व्यधारयत् [भा.पु. १.९.३०] इति, कृष्ण एवं भगवति मनोवाक्कायवृत्तिभिः [भा.पु. १.९.४३] इत्य् उपक्रमोपसंहारादिभिर् अत्र श्रीविग्रह एव प्रस्तूयते । ततो नेदं पद्यं ब्रह्मपरं व्याख्येयम् । तद् एवं परिच्छिन्नत्वापरिच्छिन्नत्वयोर् युगपत्स्थितेर् अचरं चरम् एव च [गीता १३.१४] इत्य् एतद् अप्य् अत्र सुसङ्गच्छते । अतो विभुत्वेऽपि लीलाया याथार्थ्यं सिध्यति ॥ ","अमीलितदृग् व्यधारयत् [भा.पु. १.९.३०] इति, कृष्ण एवꣳ भगवति मनोवाक्कायवृत्तिभिः [भा.पु. १.९.४३] इत्य् उपक्रमोपसꣳहारादिभिर् अत्र श्रीविग्रह एव प्रस्तूयते । ततो नेदꣳ पद्यꣳ ब्रह्मपरꣳ व्याख्येयम् । तद् एवꣳ परिच्छिन्नत्वापरिच्छिन्नत्वयोर् युगपत्स्थितेर् अचरꣳ चरम् एव च [गीता १३.१४] इत्य् एतद् अप्य् अत्र सुसङ्गच्छते । अतो विभुत्वेऽपि लीलाया याथार्थ्यꣳ सिध्यति ॥ "
932,evaṁ tasya nityatva-vibhutve sādhite | tathaiva vyākhyātaṁ śrī-svāmibhir aṣṭamasya ṣaṣṭhe—,एवं तस्य नित्यत्वविभुत्वे साधिते । तथैव व्याख्यातं श्रीस्वामिभिर् अष्टमस्य षष्ठे—,एवꣳ तस्य नित्यत्वविभुत्वे साधिते । तथैव व्याख्यातꣳ श्रीस्वामिभिर् अष्टमस्य षष्ठे—
933,anāvirāvirāseyaṁ nābhūtābhūd iti bruvan | ,अनाविराविरासेयं नाभूताभूद् इति ब्रुवन् । ,अनाविराविरासेयꣳ नाभूताभूद् इति ब्रुवन् । 
935,tathā hi śloka-dvayaṁ taṭ-ṭīkā ca—,तथा हि श्लोकद्वयं तट्टीका च—,तथा हि श्लोकद्वयꣳ तट्टीका च—
936,ajāta-janma-sthiti-saṁyamāyā-,अजातजन्मस्थितिसंयमाया-,अजातजन्मस्थितिसꣳयमाया-
940,rūpaṁ tavaitat puruṣarṣabhejyaṁ,रूपं तवैतत् पुरुषर्षभेज्यं,रूपꣳ तवैतत् पुरुषर्षभेज्यꣳ
944,"śrī-mūrter ayam āvirbhāva eva, na tv asmad-ādivaj janmādi tavāstīty āha—na jātā janmādayo yasya | kutaḥ ? aguṇāya, ato nirvāṇa-sukhasyārṇavāya, apāra-mokṣa-sukha-rūpāyety arthaḥ | tathāpy aṇor apy aṇimne’tisūkṣmāya, durjñānatvāt | vastutas tv aparigaṇyam iyattātītaṁ dhāma mūrtir yasya tasmai | na caitad asaṁbhāvitam, yato mahān acintyo’nubhāvo yasya tasmai ||","श्रीमूर्तेर् अयम् आविर्भाव एव, न त्व् अस्मदादिवज् जन्मादि तवास्तीत्य् आह—न जाता जन्मादयो यस्य । कुतः ? अगुणाय, अतो निर्वाणसुखस्यार्णवाय, अपारमोक्षसुखरूपायेत्य् अर्थः । तथाप्य् अणोर् अप्य् अणिम्नेऽतिसूक्ष्माय, दुर्ज्ञानत्वात् । वस्तुतस् त्व् अपरिगण्यम् इयत्तातीतं धाम मूर्तिर् यस्य तस्मै । न चैतद् असंभावितम्, यतो महान् अचिन्त्योऽनुभावो यस्य तस्मै ॥","श्रीमूर्तेर् अयम् आविर्भाव एव, न त्व् अस्मदादिवज् जन्मादि तवास्तीत्य् आह—न जाता जन्मादयो यस्य । कुतः ? अगुणाय, अतो निर्वाणसुखस्यार्णवाय, अपारमोक्षसुखरूपायेत्य् अर्थः । तथाप्य् अणोर् अप्य् अणिम्नेऽतिसूक्ष्माय, दुर्ज्ञानत्वात् । वस्तुतस् त्व् अपरिगण्यम् इयत्तातीतꣳ धाम मूर्तिर् यस्य तस्मै । न चैतद् असꣳभावितम्, यतो महान् अचिन्त्योऽनुभावो यस्य तस्मै ॥"
945,"tan-mūrteḥ sanātanatvam aparimeyatvaṁ copapādayati—rūpam iti | he puruṣarṣabha! he dhātaḥ ! etat tava rūpaṁ vaidikena tāntrikeṇa ca yogenopāyena śreyo’rthibhiḥ sadā ijyaṁ pūjyaṁ, ato nedam idānīm apūrvaṁ jātam iti bhāvaḥ | ","तन्मूर्तेः सनातनत्वम् अपरिमेयत्वं चोपपादयति—रूपम् इति । हे पुरुषर्षभ! हे धातः ! एतत् तव रूपं वैदिकेन तान्त्रिकेण च योगेनोपायेन श्रेयोऽर्थिभिः सदा इज्यं पूज्यं, अतो नेदम् इदानीम् अपूर्वं जातम् इति भावः । ","तन्मूर्तेः सनातनत्वम् अपरिमेयत्वꣳ चोपपादयति—रूपम् इति । हे पुरुषर्षभ! हे धातः ! एतत् तव रूपꣳ वैदिकेन तान्त्रिकेण च योगेनोपायेन श्रेयोऽर्थिभिः सदा इज्यꣳ पूज्यꣳ, अतो नेदम् इदानीम् अपूर्वꣳ जातम् इति भावः । "
946,"nanu yūyaṁ devāḥ pūjyatvena prasiddhāḥ ? satyaṁ, sarve’py atraivāntarbhūtā ity āha | u aho, ha sphuṭam | amuṣmiṁs tvayi no’smāṁs trilokāṁś ca saha paśyāmi | tatra hetuḥ—viśvaṁ mūrtau yasya, atas tavaitad rūpaṁ paricchinnam api na bhavatīty arthaḥ | ity eṣā |","ननु यूयं देवाः पूज्यत्वेन प्रसिद्धाः ? सत्यं, सर्वेऽप्य् अत्रैवान्तर्भूता इत्य् आह । उ अहो, ह स्फुटम् । अमुष्मिंस् त्वयि नोऽस्मांस् त्रिलोकांश् च सह पश्यामि । तत्र हेतुः—विश्वं मूर्तौ यस्य, अतस् तवैतद् रूपं परिच्छिन्नम् अपि न भवतीत्य् अर्थः । इत्य् एषा ।","ननु यूयꣳ देवाः पूज्यत्वेन प्रसिद्धाः ? सत्यꣳ, सर्वेऽप्य् अत्रैवान्तर्भूता इत्य् आह । उ अहो, ह स्फुटम् । अमुष्मिꣳस् त्वयि नोऽस्माꣳस् त्रिलोकाꣳश् च सह पश्यामि । तत्र हेतुः—विश्वꣳ मूर्तौ यस्य, अतस् तवैतद् रूपꣳ परिच्छिन्नम् अपि न भवतीत्य् अर्थः । इत्य् एषा ।"
947,"atra nirvāṇa-sukhārṇavāya ity arṇavatva-rūpakeṇa nirvāṇa-sukha-mātratvaṁ nirasya, tato’py adhika-mahā-sukhatvam darśitam | tad uktaṁ śrī-dhruvena—","अत्र निर्वाणसुखार्णवाय इत्य् अर्णवत्वरूपकेण निर्वाणसुखमात्रत्वं निरस्य, ततोऽप्य् अधिकमहासुखत्वम् दर्शितम् । तद् उक्तं श्रीध्रुवेन—","अत्र निर्वाणसुखार्णवाय इत्य् अर्णवत्वरूपकेण निर्वाणसुखमात्रत्वꣳ निरस्य, ततोऽप्य् अधिकमहासुखत्वम् दर्शितम् । तद् उक्तꣳ श्रीध्रुवेन—"
948,yā nirvṛtis tanu-bhṛtāṁ tava pāda-padma-,या निर्वृतिस् तनुभृतां तव पादपद्म-,या निर्वृतिस् तनुभृताꣳ तव पादपद्म-
951,kiṁ tv antakāsi-lulitāt patatāṁ vimānāt || [bhā.pu. 4.9.10] iti |,किं त्व् अन्तकासिलुलितात् पततां विमानात् ॥ [भा.पु. ४.९.१०] इति ।,किꣳ त्व् अन्तकासिलुलितात् पतताꣳ विमानात् ॥ [भा.पु. ४.९.१०] इति ।
952,"tathā aṇor aṇimne iti procya, aparimeya-dhāmne ity ukter acintya-śaktitva-rūpeṇa mahānubhāvatvena sarva-parimāṇādhāratvaṁ tava darśitam iti viśeṣo’pi jñeyaḥ ||","तथा अणोर् अणिम्ने इति प्रोच्य, अपरिमेयधाम्ने इत्य् उक्तेर् अचिन्त्यशक्तित्वरूपेण महानुभावत्वेन सर्वपरिमाणाधारत्वं तव दर्शितम् इति विशेषोऽपि ज्ञेयः ॥","तथा अणोर् अणिम्ने इति प्रोच्य, अपरिमेयधाम्ने इत्य् उक्तेर् अचिन्त्यशक्तित्वरूपेण महानुभावत्वेन सर्वपरिमाणाधारत्वꣳ तव दर्शितम् इति विशेषोऽपि ज्ञेयः ॥"
953,|| 8.6 || śrī-brahmā paramaṁ pumāṁsam ||45||,॥ ८.६ ॥ श्रीब्रह्मा परमं पुमांसम् ॥४५॥,॥ ८.६ ॥ श्रीब्रह्मा परमꣳ पुमाꣳसम् ॥४५॥
957,nāyaṁ guṇaḥ karma na san na cāsan,नायं गुणः कर्म न सन् न चासन्,नायꣳ गुणः कर्म न सन् न चासन्
959,evaṁ gajendram upavarṇita-nirviśeṣaṁ,एवं गजेन्द्रम् उपवर्णितनिर्विशेषं,एवꣳ गजेन्द्रम् उपवर्णितनिर्विशेषꣳ
963,"yasya brahmādayo devā [bhā.pu. 8.3.22-23] ity-ādi-prāktana-padya-dvayena yasmāt sarva-kāraṇa-kāraṇatvaṁ vyañjitaṁ, tasmād devādīnāṁ madhye ko’pi na bhavati | vailakṣaṇyaṁ sāttvikatva-bhautikatvādi-hīnataiva strītva-puruṣatva-hīnatā ca prākṛta-tat-tad-dharma-rāhityam | ata eva na ṣaṇḍha ity uktam | tasmān na ko’pi jantuḥ | ","यस्य ब्रह्मादयो देवा [भा.पु. ८.३.२२-२३] इत्यादिप्राक्तनपद्यद्वयेन यस्मात् सर्वकारणकारणत्वं व्यञ्जितं, तस्माद् देवादीनां मध्ये कोऽपि न भवति । वैलक्षण्यं सात्त्विकत्वभौतिकत्वादिहीनतैव स्त्रीत्वपुरुषत्वहीनता च प्राकृततत्तद्धर्मराहित्यम् । अत एव न षण्ढ इत्य् उक्तम् । तस्मान् न कोऽपि जन्तुः । ","यस्य ब्रह्मादयो देवा [भा.पु. ८.३.२२-२३] इत्यादिप्राक्तनपद्यद्वयेन यस्मात् सर्वकारणकारणत्वꣳ व्यञ्जितꣳ, तस्माद् देवादीनाꣳ मध्ये कोऽपि न भवति । वैलक्षण्यꣳ सात्त्विकत्वभौतिकत्वादिहीनतैव स्त्रीत्वपुरुषत्वहीनता च प्राकृततत्तद्धर्मराहित्यम् । अत एव न षण्ढ इत्य् उक्तम् । तस्मान् न कोऽपि जन्तुः । "
964,"kāraṇa-bhūtaḥ sattvādir guṇaḥ puṇya-pāpa-lakṣaṇaṁ karma ca nety āha—nāyaṁ guṇaḥ karmeti | tayor api pravartakatvād iti bhāvaḥ | kiṁ bahunā, yad atra sat sthūlam asat sūkṣmaṁ, tad ekam api na bhavati, sva-prakāśa-rūpatvād iti bhāvaḥ | kintu sarvasya niṣedhe’vadhitvena śiṣyata iti śeṣaḥ | māyayā tat-tad-aśeṣātmakaś ca jayatāt, mad-vimokṣaṇāyāvirbhavatu iti ṭīkā ca |","कारणभूतः सत्त्वादिर् गुणः पुण्यपापलक्षणं कर्म च नेत्य् आह—नायं गुणः कर्मेति । तयोर् अपि प्रवर्तकत्वाद् इति भावः । किं बहुना, यद् अत्र सत् स्थूलम् असत् सूक्ष्मं, तद् एकम् अपि न भवति, स्वप्रकाशरूपत्वाद् इति भावः । किन्तु सर्वस्य निषेधेऽवधित्वेन शिष्यत इति शेषः । मायया तत्तदशेषात्मकश् च जयतात्, मद्विमोक्षणायाविर्भवतु इति टीका च ।","कारणभूतः सत्त्वादिर् गुणः पुण्यपापलक्षणꣳ कर्म च नेत्य् आह—नायꣳ गुणः कर्मेति । तयोर् अपि प्रवर्तकत्वाद् इति भावः । किꣳ बहुना, यद् अत्र सत् स्थूलम् असत् सूक्ष्मꣳ, तद् एकम् अपि न भवति, स्वप्रकाशरूपत्वाद् इति भावः । किन्तु सर्वस्य निषेधेऽवधित्वेन शिष्यत इति शेषः । मायया तत्तदशेषात्मकश् च जयतात्, मद्विमोक्षणायाविर्भवतु इति टीका च ।"
